geneID	control	heat
MAA_02751	64	430
MAA_02752	2	1
MAA_02753	128	164
MAA_02754	1	4
MAA_02755	127	125
MAA_02756	2	5
MAA_02757	234	324
MAA_02758	159	296
MAA_02759	89	414
MAA_02760	23	37
MAA_02761	470	427
MAA_02762	56162	8636
MAA_02763	749	700
MAA_02764	891	589
MAA_02765	1185	2086
MAA_02766	132	178
MAA_02767	158	351
MAA_02768	508	199
MAA_02769	10	8
MAA_02770	59	60
MAA_02771	56	65
MAA_02772	93	86
MAA_02773	77	80
MAA_02774	247	163
MAA_02775	181	124
MAA_02776	30	2
MAA_02777	11	26
MAA_02778	25	37
MAA_02779	77	25
MAA_02780	5988	333
MAA_02781	175	62
MAA_02782	2695	3390
MAA_02783	141	354
MAA_02784	51	122
MAA_02785	9	55
MAA_02786	12	32
MAA_02787	20	46
MAA_02788	12	10
MAA_02789	191	149
MAA_02790	274	256
MAA_02791	22	73
MAA_02792	1	0
MAA_02793	4	0
MAA_02794	67	213
MAA_02795	34	115
MAA_02796	450	654
MAA_02797	0	3
MAA_02798	2	7
MAA_02799	249	1241
MAA_02800	0	0
MAA_02801	111	155
MAA_02802	96	199
MAA_02803	296	277
MAA_02804	79	459
MAA_02805	36	156
MAA_02806	16	32
MAA_02807	165	234
MAA_02808	20	29
MAA_02809	8	47
MAA_02810	4	459
MAA_02811	62	166
MAA_02812	100	316
MAA_02813	135	203
MAA_02814	112	35
MAA_02815	1660	715
MAA_02816	199	448
MAA_02817	276	1247
MAA_02818	25	31
MAA_02819	50	44
MAA_02820	324	424
MAA_02821	13	1
MAA_02822	350	310
MAA_02823	29	17
MAA_02824	25	5
MAA_02825	3546	4072
MAA_02826	68	30
MAA_02827	68	404
MAA_02828	14	110
MAA_02829	53	163
MAA_02830	696	101
MAA_02831	25	175
MAA_02832	325	397
MAA_02833	653	273
MAA_02834	44	204
MAA_02835	205	186
MAA_02836	397	411
MAA_02837	44	20
MAA_02838	43	20
MAA_02839	1125	404
MAA_02840	367	552
MAA_02841	58	63
MAA_02842	16	22
MAA_02843	22	15
MAA_02844	120	171
MAA_02845	23	122
MAA_02846	2615	3294
MAA_02847	47	168
MAA_02848	179	759
MAA_02849	183	915
MAA_02850	6	38
MAA_02851	88	282
MAA_02852	0	4
MAA_02853	900	712
MAA_02854	821	765
MAA_02855	2	34
MAA_02856	366	1519
MAA_02857	87	720
MAA_02858	1053	2569
MAA_02859	213	121
MAA_02860	2106	681
MAA_02861	57	65
MAA_02862	268	317
MAA_02863	75	117
MAA_02864	57	115
MAA_02865	74	49
MAA_02866	272	143
MAA_02867	465	678
MAA_02868	28	35
MAA_02869	477	565
MAA_02870	5	16
MAA_02871	40	10
MAA_02872	175	392
MAA_02873	98	47
MAA_02874	22	255
MAA_02875	6	19
MAA_02876	6	18
MAA_02877	0	0
MAA_02878	7	0
MAA_02879	62	694
MAA_02880	13	56
MAA_02881	0	0
MAA_02882	0	0
MAA_02883	0	0
MAA_02884	1	0
MAA_02885	1	0
MAA_02886	0	0
MAA_02887	72	23
MAA_02888	564	52
MAA_02889	3	2
MAA_02890	213	106
MAA_02891	109	83
MAA_02892	53	32
MAA_02893	644	571
MAA_02894	357	297
MAA_02895	194	203
MAA_02896	402	278
MAA_02897	303	376
MAA_02898	142	555
MAA_02899	3066	858
MAA_02900	699	910
MAA_02901	408	358
MAA_02902	129	110
MAA_02903	222	997
MAA_02904	129	171
MAA_02905	8	19
MAA_02906	61	261
MAA_02907	10	74
MAA_02908	96	319
MAA_02909	3	162
MAA_02910	343	14593
MAA_02911	48	136
MAA_02912	49	265
MAA_02913	205	240
MAA_02914	124	429
MAA_02915	737	620
MAA_02916	62	278
MAA_02917	17	11
MAA_02918	49	155
MAA_02919	423	1449
MAA_02920	44	56
MAA_02921	784	580
MAA_02922	516	360
MAA_02923	610	683
MAA_02924	213	163
MAA_02925	757	542
MAA_02926	193	185
MAA_02927	2424	1529
MAA_02928	2142	1022
MAA_02929	1291	662
MAA_02930	47	83
MAA_02931	356	378
MAA_02932	588	654
MAA_02933	1868	962
MAA_02934	9	13
MAA_02935	25	35
MAA_02936	8	27
MAA_02937	3	1
MAA_02938	1	1
MAA_02939	153	343
MAA_02940	912	564
MAA_02941	710	2338
MAA_02942	64	149
MAA_02943	1071	1742
MAA_02944	1639	1637
MAA_02945	224	274
MAA_02946	114	211
MAA_02947	258	368
MAA_02948	57	176
MAA_02949	2	10
MAA_02950	141	116
MAA_02951	153	180
MAA_02952	556	541
MAA_02953	29	58
MAA_02954	84	179
MAA_02955	5	15
MAA_02956	2989	3297
MAA_02957	202	331
MAA_02958	162	107
MAA_02959	229	191
MAA_02960	190	108
MAA_02961	29	77
MAA_02962	0	2
MAA_02963	119	563
MAA_02964	273	290
MAA_02965	827	1581
MAA_02966	3	17
MAA_02967	4	6
MAA_02968	60	38
MAA_02969	615	600
MAA_02970	13	232
MAA_02971	20	38
MAA_02972	1005	4534
MAA_02973	219	230
MAA_02974	215	582
MAA_02975	245	201
MAA_02976	259	321
MAA_02977	104	171
MAA_02978	0	1
MAA_02979	8	27
MAA_02980	12	13
MAA_02981	5	3
MAA_02982	3	0
MAA_02983	220	392
MAA_02984	38	27
MAA_02985	51	48
MAA_02986	2	10
MAA_02987	94	175
MAA_02988	313	502
MAA_02989	48	58
MAA_02990	200	446
MAA_02991	84	341
MAA_02992	210	100
MAA_02993	152	121
MAA_02994	128	131
MAA_02995	252	400
MAA_02996	37	31
MAA_02997	47	20
MAA_02998	374	365
MAA_02999	5118	1194
MAA_03000	1024	260
MAA_03001	131	145
MAA_03002	93	126
MAA_03003	428	713
MAA_03004	148	222
MAA_03005	26	17
MAA_03006	0	5
MAA_03007	100	189
MAA_03008	276	608
MAA_03009	2226	1718
MAA_03010	762	856
MAA_03011	18	281
MAA_03012	0	0
MAA_03013	0	0
MAA_03014	8	5
MAA_03015	8	21
MAA_03016	139	30
MAA_03017	47	60
MAA_03018	76	113
MAA_03019	0	12
MAA_03020	225	525
MAA_03021	38	620
MAA_03022	128	229
MAA_03023	434	584
MAA_03024	709	446
MAA_03025	330	434
MAA_03026	45	95
MAA_03027	858	2740
MAA_03028	111	120
MAA_03029	880	759
MAA_03030	107	86
MAA_03031	1154	164
MAA_03032	111	64
MAA_03033	17	14
MAA_03034	3	3
MAA_03035	13	1
MAA_03036	31	23
MAA_03037	135	239
MAA_03038	55	92
MAA_03039	287	330
MAA_03040	5174	2577
MAA_03041	429	516
MAA_03042	592	765
MAA_03043	1395	1452
MAA_03044	597	766
MAA_03045	66	123
MAA_03047	2668	2668
MAA_03048	16	861
MAA_03049	29	141
MAA_03050	403	758
MAA_03051	4824	2603
MAA_03052	1800	540
MAA_03053	1285	891
MAA_03054	507	277
MAA_03055	466	1593
MAA_03056	722	608
MAA_03057	893	905
MAA_03058	161	359
MAA_03059	43	457
MAA_03060	31	67
MAA_03061	536	755
MAA_03062	3672	3064
MAA_03063	74	27
MAA_03064	264	135
MAA_03065	373	39
MAA_03066	712	1392
MAA_03067	57	84
MAA_03068	5	11
MAA_03069	47	45
MAA_03070	882	486
MAA_03071	9	21
MAA_03072	53	161
MAA_03073	13	31
MAA_03074	54	193
MAA_03075	170	272
MAA_03077	1	0
MAA_03078	408	622
MAA_03079	488	474
MAA_03080	775	662
MAA_03081	42	108
MAA_03082	99	219
MAA_03083	66	111
MAA_03084	18	33
MAA_03085	2	3
MAA_03086	67	86
MAA_03087	1262	1031
MAA_03088	86	62
MAA_03089	372	201
MAA_03090	150	81
MAA_03091	19	20
MAA_03092	89	50
MAA_03093	33	46
MAA_03094	46	108
MAA_03095	685	487
MAA_03096	51	334
MAA_03097	3	39
MAA_03098	0	0
MAA_03099	35	41
MAA_03100	917	1576
MAA_03101	14	13
MAA_03102	54	95
MAA_03103	52	101
MAA_03104	1517	1105
MAA_03105	5570	2368
MAA_03106	1615	457
MAA_03107	359	190
MAA_03108	3506	973
MAA_03109	1630	654
MAA_03110	170	159
MAA_03111	19	27
MAA_03112	103	105
MAA_03113	512	61
MAA_03114	34	41
MAA_03115	165	210
MAA_03116	1242	538
MAA_03117	266	357
MAA_03118	671	488
MAA_03119	363	405
MAA_03120	342	815
MAA_03121	353	879
MAA_03122	35	31
MAA_03123	25	69
MAA_03124	11	19
MAA_03125	711	245
MAA_03126	62	45
MAA_03127	21	29
MAA_03128	438	107
MAA_03129	112	51
MAA_03130	312	438
MAA_03131	54	142
MAA_03132	225	655
MAA_03133	318	319
MAA_03134	1220	934
MAA_03135	1077	3175
MAA_03136	335	921
MAA_03137	409	585
MAA_03138	294	924
MAA_03139	4	14
MAA_03140	220	242
MAA_03141	1225	1235
MAA_03142	281	541
MAA_03143	475	417
MAA_03144	52	144
MAA_03145	306	537
MAA_03146	662	646
MAA_03147	1369	1994
MAA_03148	19	20
MAA_03149	159	923
MAA_03150	299	2396
MAA_03151	32	92
MAA_03152	639	609
MAA_03153	61	207
MAA_03154	645	293
MAA_03155	283	256
MAA_03156	137	261
MAA_03157	67	100
MAA_03158	30	87
MAA_03159	5	64
MAA_03160	2	0
MAA_03161	0	0
MAA_03162	4	3
MAA_03163	4	1
MAA_03164	8	8
MAA_03165	216	322
MAA_03166	1	59
MAA_03167	96	111
MAA_03168	333	840
MAA_03170	246	1491
MAA_03171	0	1
MAA_03172	0	0
MAA_03174	8	47
MAA_03175	275	1071
MAA_03176	64	429
MAA_03177	40	198
MAA_03178	0	0
MAA_03179	8	47
MAA_03180	2	0
MAA_03181	178	554
MAA_03182	10	81
MAA_03183	253	557
MAA_03184	16	143
MAA_03185	0	0
MAA_03186	224	142
MAA_03187	0	0
MAA_03188	7	0
MAA_03189	0	0
MAA_03190	0	0
MAA_03191	0	0
MAA_03192	0	0
MAA_03193	0	5
MAA_03194	0	0
MAA_03195	491	622
MAA_03196	21	41
MAA_03197	49	31
MAA_03198	0	0
MAA_03199	0	0
MAA_03200	0	0
MAA_03201	0	0
MAA_03202	2	3
MAA_03203	450	727
MAA_03204	389	953
MAA_03205	29	55
MAA_03206	47	526
MAA_03207	2611	1142
MAA_03208	74	134
MAA_03209	192	450
MAA_03210	28	65
MAA_03211	3	18
MAA_03212	21	13
MAA_03213	25	137
MAA_03214	579	343
MAA_03215	755	440
MAA_03216	1173	470
MAA_03217	8	4
MAA_03218	0	0
MAA_03219	1	0
MAA_03220	2	1
MAA_03221	240	262
MAA_03222	729	1945
MAA_03223	61	113
MAA_03224	141	118
MAA_03225	58	65
MAA_03226	307	909
MAA_03227	103	155
MAA_03229	0	4
MAA_03230	604	885
MAA_03231	368	318
MAA_03232	0	1
MAA_03233	12	13
MAA_03234	127	578
MAA_03235	779	639
MAA_03236	13	47
MAA_03237	35	112
MAA_03238	0	0
MAA_03239	2	0
MAA_03240	0	0
MAA_03241	0	0
MAA_03242	0	0
MAA_03244	0	0
MAA_03245	0	24
MAA_03246	0	0
MAA_03247	1	6
MAA_03248	0	0
MAA_03249	12	29
MAA_03250	37	26
MAA_03251	52	96
MAA_03252	5	4
MAA_03253	0	1
MAA_03254	758	924
MAA_03255	132	78
MAA_03256	0	0
MAA_03257	1394	560
MAA_03259	33	108
MAA_03260	4	11
MAA_03261	1	0
MAA_03262	0	0
MAA_03263	4	61
MAA_03264	1	51
MAA_03265	3	34
MAA_03266	46	213
MAA_03267	36	59
MAA_03268	3	1
MAA_03269	2	1
MAA_03270	3	1
MAA_03271	82	22
MAA_03272	0	0
MAA_03273	0	0
MAA_03274	4	3
MAA_03275	0	0
MAA_03276	2	1
MAA_03277	2	1
MAA_03278	14	66
MAA_03279	4	0
MAA_03280	0	0
MAA_03281	0	0
MAA_03282	0	0
MAA_03283	46	14
MAA_03284	25	5
MAA_03285	8	1
MAA_03286	3	0
MAA_03287	273	269
MAA_03288	18	34
MAA_03289	72	99
MAA_03290	2020	1201
MAA_03291	322	1193
MAA_03292	943	1134
MAA_03293	4	32
MAA_03294	19	52
MAA_03295	49	55
MAA_03296	6	3
MAA_03297	24	85
MAA_03298	51	30
MAA_03299	33	23
MAA_03300	131	66
MAA_03301	528	1447
MAA_03302	78	80
MAA_03303	2	2
MAA_03304	7	8
MAA_03305	96	187
MAA_03306	29	10
MAA_03307	545	375
MAA_03308	740	296
MAA_03309	476	543
MAA_03310	420	471
MAA_03311	24	8
MAA_03312	839	722
MAA_03313	398	986
MAA_03314	26	17
MAA_03315	17	18
MAA_03316	31	24
MAA_03317	1409	243
MAA_03318	368	262
MAA_03319	494	521
MAA_03320	71	312
MAA_03321	9	32
MAA_03322	24	73
MAA_03323	16	190
MAA_03324	16	25
MAA_03325	16	42
MAA_03326	99	187
MAA_03327	24	23
MAA_03328	227	223
MAA_03329	12	2
MAA_03330	120	132
MAA_03331	18	82
MAA_03332	8	8
MAA_03333	0	0
MAA_03334	83	77
MAA_03335	53	92
MAA_03336	13	3
MAA_03337	4	1
MAA_03338	12	1
MAA_03339	0	0
MAA_03340	2	0
MAA_03341	10	2
MAA_03342	0	0
MAA_03343	0	0
MAA_03344	1	0
MAA_03345	1	1
MAA_03346	0	0
MAA_03347	1410	160
MAA_03348	32	19
MAA_03349	0	0
MAA_03350	739	355
MAA_03351	406	298
MAA_03352	78	106
MAA_03353	2164	1205
MAA_03354	75	31
MAA_03355	32	9
MAA_03356	18	13
MAA_03357	295	175
MAA_03358	1902	1286
MAA_03359	67	43
MAA_03360	250	1
MAA_03361	13	3
MAA_03362	92	105
MAA_03363	1102	2088
MAA_03364	628	322
MAA_03365	1404	2856
MAA_03366	144	61
MAA_03367	9	34
MAA_03368	0	0
MAA_03369	54	46
MAA_03370	45	59
MAA_03372	245	241
MAA_03373	4	6
MAA_03374	237	274
MAA_03375	8	34
MAA_03376	1301	1141
MAA_03377	1751	802
MAA_03378	64	97
MAA_03379	13	26
MAA_03380	16	67
MAA_03381	964	725
MAA_03382	772	936
MAA_03383	158	703
MAA_03384	133	423
MAA_03385	2585	985
MAA_03386	578	604
MAA_03387	2077	1078
MAA_03388	129	85
MAA_03389	64	138
MAA_03390	27	70
MAA_03391	238	256
MAA_03392	178	247
MAA_03393	0	0
MAA_03394	1381	398
MAA_03395	128	83
MAA_03396	293	390
MAA_03397	54	63
MAA_03398	388	138
MAA_03399	0	0
MAA_03400	5	12
MAA_03401	2	6
MAA_03402	76	88
MAA_03403	17	25
MAA_03404	618	590
MAA_03405	26	79
MAA_03406	98	202
MAA_03407	0	0
MAA_03408	29	43
MAA_03409	31	60
MAA_03410	3043	2051
MAA_03411	128	271
MAA_03412	38	44
MAA_03413	1	0
MAA_03414	0	0
MAA_03415	1006	704
MAA_03416	1323	754
MAA_03417	6	3
MAA_03418	53	54
MAA_03419	169	519
MAA_03420	244	310
MAA_03421	1056	506
MAA_03422	143	447
MAA_03423	271	449
MAA_03424	6	34
MAA_03425	2646	1990
MAA_03426	30	35
MAA_03427	83	255
MAA_03428	234	198
MAA_03429	7133	2451
MAA_03430	1094	574
MAA_03431	21	57
MAA_03432	705	933
MAA_03433	72	41
MAA_03434	39	39
MAA_03435	1	3
MAA_03436	5	25
MAA_03437	18	108
MAA_03438	350	537
MAA_03439	113	202
MAA_03440	90	96
MAA_03441	106	139
MAA_03442	620	1315
MAA_03443	131	422
MAA_03444	68	191
MAA_03445	33	42
MAA_03446	21	94
MAA_03447	110	557
MAA_03448	230	517
MAA_03449	564	852
MAA_03450	1506	1411
MAA_03451	285	600
MAA_03452	1693	1222
MAA_03453	2721	815
MAA_03454	13	79
MAA_03455	161	176
MAA_03456	184	191
MAA_03457	620	468
MAA_03458	44	185
MAA_03459	0	5
MAA_03460	28	29
MAA_03461	170	51
MAA_03462	185	118
MAA_03463	140	155
MAA_03464	402	393
MAA_03465	3719	3791
MAA_03466	325	402
MAA_03467	43	161
MAA_03468	280	696
MAA_03469	473	801
MAA_03470	522	587
MAA_03471	29	36
MAA_03472	37	40
MAA_03473	307	590
MAA_03474	26	69
MAA_03475	77	46
MAA_03476	952	632
MAA_03477	814	537
MAA_03478	338	407
MAA_03479	826	906
MAA_03480	183	122
MAA_03481	1642	6181
MAA_03482	1311	822
MAA_03483	907	152
MAA_03484	444	275
MAA_03485	2639	786
MAA_03486	37	10
MAA_03487	280	158
MAA_03488	765	865
MAA_03489	40	67
MAA_03490	359	416
MAA_03491	128	242
MAA_03492	10	16
MAA_03493	82	430
MAA_03494	0	5
MAA_03495	608	501
MAA_03496	1674	947
MAA_03497	324	253
MAA_03498	95	662
MAA_03499	150	306
MAA_03500	1128	3146
MAA_03501	172	1992
MAA_03502	6	49
MAA_03503	5	20
MAA_03504	862	921
MAA_03505	149	139
MAA_03506	168	396
MAA_03507	1240	783
MAA_03508	195	511
MAA_03509	102	1327
MAA_03510	3	2
MAA_03511	52	129
MAA_03512	709	780
MAA_03513	226	253
MAA_03514	251	342
MAA_03516	315	414
MAA_03517	786	846
MAA_03518	1	4
MAA_03519	8	4
MAA_03520	77	75
MAA_03521	104	255
MAA_03522	9	9
MAA_03523	251	1842
MAA_03524	514	505
MAA_03525	6	23
MAA_03526	28	55
MAA_03527	247	231
MAA_03528	57	32
MAA_03529	715	744
MAA_03530	86	205
MAA_03531	108	254
MAA_03532	1375	1069
MAA_03533	163	255
MAA_03534	180	3082
MAA_03535	419	402
MAA_03536	414	279
MAA_03537	2949	2652
MAA_03538	2115	50
MAA_03539	495	459
MAA_03540	59	72
MAA_03541	1	1
MAA_03542	0	0
MAA_03544	7	39
MAA_03545	82	245
MAA_03546	218	626
MAA_03547	2823	893
MAA_03548	1026	308
MAA_03549	788	575
MAA_03550	970	816
MAA_03551	3	5
MAA_03552	113	609
MAA_03553	54	261
MAA_03554	76	356
MAA_03555	174	1183
MAA_03556	1620	1893
MAA_03557	477	402
MAA_03558	628	238
MAA_03559	1231	680
MAA_03560	28	36
MAA_03561	1046	935
MAA_03562	194	320
MAA_03563	31	85
MAA_03564	2	14
MAA_03565	361	446
MAA_03566	195	297
MAA_03567	138	321
MAA_03568	542	444
MAA_03569	12	33
MAA_03570	2	3
MAA_03571	12	11
MAA_03572	52	70
MAA_03573	44	62
MAA_03574	382	674
MAA_03575	475	658
MAA_03576	537	502
MAA_03577	3320	954
MAA_03578	25	197
MAA_03579	825	1801
MAA_03580	464	1146
MAA_03581	25	66
MAA_03582	247	577
MAA_03583	250	887
MAA_03584	119	205
MAA_03585	2326	2383
MAA_03586	738	612
MAA_03587	1064	726
MAA_03588	5682	4178
MAA_03589	14	15
MAA_03590	679	412
MAA_03591	542	307
MAA_03592	377	922
MAA_03593	169	377
MAA_03594	2	13
MAA_03595	208	350
MAA_03596	59	149
MAA_03597	70	208
MAA_03598	197	170
MAA_03599	1147	664
MAA_03600	29	73
MAA_03601	58	121
MAA_03602	248	254
MAA_03603	19	249
MAA_03604	384	1361
MAA_03605	3	15
MAA_03606	141	638
MAA_03607	34	109
MAA_03608	26	56
MAA_03609	95	232
MAA_03610	476	370
MAA_03611	179	261
MAA_03612	31	18
MAA_03613	0	0
MAA_03614	535	1388
MAA_03615	484	1163
MAA_03616	244	2444
MAA_03617	386	1223
MAA_03618	90	626
MAA_03619	111	364
MAA_03620	43	77
MAA_03621	315	519
MAA_03622	382	392
MAA_03623	35	150
MAA_03624	126	247
MAA_03625	742	585
MAA_03626	591	350
MAA_03627	2746	1395
MAA_03628	389	362
MAA_03629	315	376
MAA_03630	118	93
MAA_03631	334	222
MAA_03632	235	207
MAA_03633	63	496
MAA_03634	146	237
MAA_03636	719	1100
MAA_03637	112	158
MAA_03638	508	606
MAA_03639	22	30
MAA_03640	188	281
MAA_03641	196	330
MAA_03642	359	341
MAA_03643	26	14
MAA_03644	37	64
MAA_03645	76	426
MAA_03646	63	167
MAA_03647	190	363
MAA_03648	528	570
MAA_03649	183	234
MAA_03650	6527	2221
MAA_03651	20	19
MAA_03652	470	410
MAA_03653	1606	265
MAA_03654	538	1080
MAA_03655	39	11
MAA_03656	190	128
MAA_03657	187	131
MAA_03658	3047	1716
MAA_03659	15	25
MAA_03660	117	239
MAA_03661	302	328
MAA_03662	253	327
MAA_03663	475	343
MAA_03664	428	437
MAA_03665	22	125
MAA_03666	144	182
MAA_03667	413	509
MAA_03668	402	1675
MAA_03669	499	413
MAA_03670	239	283
MAA_03671	394	443
MAA_03672	82	286
MAA_03673	84	454
MAA_03674	388	342
MAA_03675	248	265
MAA_03676	57	140
MAA_03677	598	909
MAA_03678	83	40
MAA_03679	22	182
MAA_03680	62	353
MAA_03681	427	922
MAA_03682	1190	410
MAA_03683	4008	1428
MAA_03684	84	232
MAA_03685	128	317
MAA_03686	7	12
MAA_03687	96	349
MAA_03688	3059	746
MAA_03689	3049	1567
MAA_03690	2669	1222
MAA_03691	6	19
MAA_03692	4	19
MAA_03693	13	39
MAA_03694	167	368
MAA_03695	4	27
MAA_03696	383	593
MAA_03697	14	40
MAA_03698	13	13
MAA_03699	77	19
MAA_03700	0	2
MAA_03701	54	314
MAA_03702	269	302
MAA_03703	2349	2070
MAA_03704	91	26
MAA_03705	958	1000
MAA_03706	28	3
MAA_03707	18	6
MAA_03708	240	260
MAA_03709	76	236
MAA_03710	244	348
MAA_03711	219	293
MAA_03712	124	492
MAA_03713	106	100
MAA_03714	186	223
MAA_03715	3563	864
MAA_03716	2362	663
MAA_03717	299	594
MAA_03718	2	28
MAA_03719	12	7
MAA_03720	44	171
MAA_03721	627	799
MAA_03722	172	384
MAA_03723	329	453
MAA_03724	356	455
MAA_03725	368	366
MAA_03726	6	5
MAA_03727	75	98
MAA_03728	9	8
MAA_03729	24	176
MAA_03730	1963	2742
MAA_03731	854	710
MAA_03732	302	384
MAA_03733	108	406
MAA_03734	2320	2019
MAA_03735	117	278
MAA_03736	4	4
MAA_03737	1877	579
MAA_03738	8	11
MAA_03739	4	5
MAA_03740	0	0
MAA_03741	11	2
MAA_03742	3	11
MAA_03743	172	913
MAA_03744	14	128
MAA_03745	247	287
MAA_03746	33	110
MAA_03747	70	128
MAA_03748	87	249
MAA_03749	502	325
MAA_03750	7	14
MAA_03751	84	35
MAA_03752	346	168
MAA_03753	2754	1237
MAA_03754	1622	1512
MAA_03755	203	78
MAA_03756	772	739
MAA_03757	115	186
MAA_03758	1034	407
MAA_03759	315	860
MAA_03760	366	450
MAA_03761	1	3
MAA_03762	289	431
MAA_03763	522	223
MAA_03764	322	86
MAA_03765	1695	786
MAA_03766	29	13
MAA_03767	33	25
MAA_03768	2721	1840
MAA_03769	183	530
MAA_03770	1242	3404
MAA_03771	298	419
MAA_03772	50	587
MAA_03773	32	12
MAA_03774	308	464
MAA_03775	46	49
MAA_03776	30	35
MAA_03777	369	496
MAA_03778	465	921
MAA_03779	32	143
MAA_03780	6	14
MAA_03781	53	99
MAA_03782	38	91
MAA_03783	88	142
MAA_03784	1727	724
MAA_03785	1564	1265
MAA_03786	3	9
MAA_03787	34	12
MAA_03788	747	741
MAA_03789	3	31
MAA_03790	1341	1178
MAA_03791	5	14
MAA_03792	83	230
MAA_03793	118	120
MAA_03794	120	93
MAA_03795	102	113
MAA_03796	407	341
MAA_03797	40794	32525
MAA_03798	281	334
MAA_03799	31	122
MAA_03800	106	112
MAA_03801	1	14
MAA_03802	29	100
MAA_03803	43	166
MAA_03804	10	14
MAA_03805	21	41
MAA_03806	44	71
MAA_03807	15	45
MAA_03808	115	104
MAA_03809	424	519
MAA_03810	310	317
MAA_03811	119	155
MAA_03812	78	135
MAA_03813	23	7
MAA_03814	8	14
MAA_03815	4	7
MAA_03816	2	0
MAA_03817	7	28
MAA_03818	104	266
MAA_03819	918	638
MAA_03820	1086	2052
MAA_03821	12	22
MAA_03822	14	27
MAA_03823	1225	958
MAA_03824	452	721
MAA_03825	770	197
MAA_03826	3	6
MAA_03827	4	11
MAA_03828	0	1
MAA_03829	357	685
MAA_03830	299	425
MAA_03831	164	189
MAA_03832	2601	1915
MAA_03833	146	156
MAA_03834	202	1010
MAA_03835	0	0
MAA_03836	0	4
MAA_03837	258	651
MAA_03838	89	611
MAA_03839	20	283
MAA_03840	139	514
MAA_03841	1292	3932
MAA_03842	1	0
MAA_03843	1	3
MAA_03844	414	472
MAA_03845	108	180
MAA_03846	636	552
MAA_03847	2227	1190
MAA_03848	208	826
MAA_03849	53	338
MAA_03850	1	12
MAA_03851	207	353
MAA_03852	1043	712
MAA_03853	272	246
MAA_03854	6869	5971
MAA_03855	1500	1432
MAA_03856	1366	612
MAA_03857	1323	507
MAA_03858	1977	574
MAA_03859	36	30
MAA_03860	619	255
MAA_03861	38	88
MAA_03862	363	293
MAA_03863	61	78
MAA_03864	136	167
MAA_03865	246	327
MAA_03866	45	47
MAA_03867	6	3
MAA_03868	3	11
MAA_03869	1765	793
MAA_03870	327	68
MAA_03871	750	585
MAA_03872	93	92
MAA_03873	82	62
MAA_03874	518	357
MAA_03875	28	62
MAA_03876	0	0
MAA_03877	14	8
MAA_03878	186	338
MAA_03879	54	143
MAA_03880	535	1363
MAA_03881	813	682
MAA_03882	25	7
MAA_03883	32	17
MAA_03884	883	675
MAA_03885	40	57
MAA_03886	653	530
MAA_03887	254	243
MAA_03888	5	76
MAA_03889	8	4
MAA_03890	75	75
MAA_03891	319	431
MAA_03892	372	486
MAA_03893	1919	929
MAA_03894	9	141
MAA_03895	33	84
MAA_03896	65	31
MAA_03897	73	248
MAA_03898	23	47
MAA_03899	124	66
MAA_03900	864	162
MAA_03901	851	1116
MAA_03902	429	1893
MAA_03903	873	733
MAA_03904	385	397
MAA_03905	919	1158
MAA_03906	79	203
MAA_03907	22	25
MAA_03908	16	15
MAA_03909	548	543
MAA_03910	285	236
MAA_03911	76	61
MAA_03912	4	13
MAA_03913	93	100
MAA_03914	198	209
MAA_03915	213	470
MAA_03916	224	270
MAA_03917	72	76
MAA_03918	104	322
MAA_03919	3	18
MAA_03920	20	17
MAA_03921	5	38
MAA_03922	12	139
MAA_03923	444	2253
MAA_03924	1514	114
MAA_03925	308	239
MAA_03926	8	21
MAA_03927	259	449
MAA_03928	1749	904
MAA_03929	2982	957
MAA_03930	289	1133
MAA_03931	79	140
MAA_03932	134	121
MAA_03933	344	296
MAA_03934	341	286
MAA_03935	3412	1878
MAA_03936	68	59
MAA_03937	160	138
MAA_03938	76	163
MAA_03939	264	587
MAA_03940	257	386
MAA_03941	223	687
MAA_03942	35	141
MAA_03943	20	98
MAA_03944	52	140
MAA_03945	142	393
MAA_03946	38	47
MAA_03947	136	143
MAA_03948	332	516
MAA_03949	612	665
MAA_03950	28	23
MAA_03951	8	8
MAA_03952	84	68
MAA_03953	173	266
MAA_03954	246	337
MAA_03955	713	702
MAA_03956	1920	2987
MAA_03957	1004	743
MAA_03958	10	29
MAA_03959	0	2
MAA_03960	300	702
MAA_03961	303	969
MAA_03962	468	269
MAA_03963	119	451
MAA_03964	240	485
MAA_03965	744	538
MAA_03966	526	414
MAA_03967	35	104
MAA_03968	67	107
MAA_03969	87	178
MAA_03970	90	320
MAA_03971	26	153
MAA_03972	3109	3175
MAA_03973	8	52
MAA_03974	72	412
MAA_03975	146	229
MAA_03976	188	635
MAA_03977	507	390
MAA_03978	62	97
MAA_03979	2888	1406
MAA_03980	22	119
MAA_03981	1959	500
MAA_03982	686	530
MAA_03983	184	393
MAA_03984	0	3
MAA_03985	7	12
MAA_03986	416	780
MAA_03987	229	488
MAA_03988	91	979
MAA_03989	23	70
MAA_03990	918	763
MAA_03991	159	165
MAA_03992	529	518
MAA_03993	114	136
MAA_03994	73	80
MAA_03995	7	10
MAA_03996	4431	2326
MAA_03997	7	36
MAA_03998	116	236
MAA_03999	144	123
MAA_04000	541	288
MAA_04001	21	114
MAA_04002	117	22
MAA_04003	20	13
MAA_04004	289	83
MAA_04005	2950	578
MAA_04006	1199	2136
MAA_04007	344	858
MAA_04008	287	130
MAA_04009	131	376
MAA_04010	22	36
