geneID	control	heat
MAA_05862	5	15
MAA_05863	60	20
MAA_05864	349	133
MAA_05865	14	88
MAA_05866	2446	1414
MAA_05867	795	446
MAA_05868	650	971
MAA_05869	11	20
MAA_05870	82	303
MAA_05871	107	105
MAA_05872	309	272
MAA_05873	172	118
MAA_05874	1169	1212
MAA_05875	453	678
MAA_05876	134	716
MAA_05877	38	121
MAA_05878	20	40
MAA_05879	26	32
MAA_05880	68	368
MAA_05881	152	313
MAA_05882	854	646
MAA_05883	1183	1261
MAA_05884	246	393
MAA_05885	70	331
MAA_05886	228	246
MAA_05887	87	122
MAA_05888	199	178
MAA_05889	1579	1074
MAA_05890	36	53
MAA_05891	68	48
MAA_05892	189	333
MAA_05893	77	104
MAA_05894	768	1149
MAA_05895	3	14
MAA_05896	261	551
MAA_05897	1124	1351
MAA_05898	96	477
MAA_05899	982	804
MAA_05900	388	171
MAA_05901	778	800
MAA_05902	465	799
MAA_05903	2854	897
MAA_05904	102	196
MAA_05905	49	26
MAA_05906	3040	468
MAA_05907	2341	246
MAA_05908	0	9
MAA_05909	638	424
MAA_05910	2144	891
MAA_05911	151	129
MAA_05912	1377	317
MAA_05913	601	447
MAA_05914	1845	2060
MAA_05915	3320	2206
MAA_05916	585	361
MAA_05917	1168	237
MAA_05918	229	242
MAA_05919	227	254
MAA_05920	171	118
MAA_05921	7	30
MAA_05922	79	90
MAA_05923	81	40
MAA_05924	5425	3642
MAA_05925	527	870
MAA_05926	18	27
MAA_05927	205	370
MAA_05928	449	388
MAA_05929	248	276
MAA_05930	730	804
MAA_05931	9	39
MAA_05932	65	70
MAA_05933	374	231
MAA_05934	49	7
MAA_05935	134	52
MAA_05936	344	105
MAA_05937	2436	1090
MAA_05938	217	619
MAA_05939	135	85
MAA_05940	106	158
MAA_05941	0	1
MAA_05942	14	6
MAA_05943	251	293
MAA_05944	491	330
MAA_05946	140	267
MAA_05947	51	87
MAA_05948	441	1307
MAA_05949	2887	864
MAA_05950	264	835
MAA_05951	71	1073
MAA_05952	21	317
MAA_05953	103	731
MAA_05954	170	349
MAA_05955	207	293
MAA_05956	128	320
MAA_05957	257	327
MAA_05958	348	752
MAA_05959	574	757
MAA_05960	167	92
MAA_05961	302	699
MAA_05962	40	42
MAA_05963	3586	2517
MAA_05964	94	146
MAA_05965	202	365
MAA_05966	252	364
MAA_05967	1230	1134
MAA_05968	757	608
MAA_05969	133	191
MAA_05970	618	331
MAA_05971	230	361
MAA_05972	159	548
MAA_05973	28	22
MAA_05974	11	13
MAA_05975	26	34
MAA_05976	153	746
MAA_05977	176	328
MAA_05978	154	106
MAA_05979	223	278
MAA_05980	100	224
MAA_05981	1307	1241
MAA_05982	122	275
MAA_05983	63	137
MAA_05984	691	477
MAA_05985	2211	2940
MAA_05986	152	447
MAA_05987	55	260
MAA_05988	51	270
MAA_05989	6625	4392
MAA_05990	297	326
MAA_05991	118	293
MAA_05992	156	60
MAA_05993	1538	863
MAA_05994	884	835
MAA_05995	456	670
MAA_05996	488	366
MAA_05997	296	383
MAA_05998	514	182
MAA_05999	203	124
MAA_06000	96	112
MAA_06001	283	425
MAA_06002	113	228
MAA_06003	708	463
MAA_06004	15	17
MAA_06005	38	26
MAA_06006	892	1009
MAA_06007	209	108
MAA_06008	35	120
MAA_06009	196	326
MAA_06010	778	347
MAA_06011	4	6
MAA_06012	53	121
MAA_06013	29	77
MAA_06014	613	679
MAA_06015	8	39
MAA_06016	94	78
MAA_06017	395	2262
MAA_06018	552	510
MAA_06019	55	452
MAA_06020	1582	3388
MAA_06021	51	17
MAA_06022	40	29
MAA_06023	35	47
MAA_06024	1	1
MAA_06025	0	7
MAA_06026	20	46
MAA_06027	75	92
MAA_06028	12	46
MAA_06029	174	351
MAA_06030	479	316
MAA_06031	16	22
MAA_06032	86	156
MAA_06033	108	175
MAA_06034	253	588
MAA_06035	259	149
MAA_06036	32	54
MAA_06037	891	903
MAA_06038	2905	1020
MAA_06039	10	17
MAA_06040	16	121
MAA_06041	152	985
MAA_06042	49	44
MAA_06043	2435	1287
MAA_06044	181	235
MAA_06045	63	47
MAA_06046	3741	2087
MAA_06047	1430	1019
MAA_06048	1185	613
MAA_06049	534	230
MAA_06050	320	234
MAA_06051	239	83
MAA_06052	6	9
MAA_06053	9	5
MAA_06054	2	8
MAA_06055	465	726
MAA_06056	411	204
MAA_06057	119	271
MAA_06058	1428	718
MAA_06059	333	322
MAA_06060	2891	2094
MAA_06061	729	497
MAA_06062	6	7
MAA_06063	6	1
MAA_06064	39	8
MAA_06065	6	24
MAA_06066	38	38
MAA_06067	202	542
MAA_06068	7	5
MAA_06069	1187	800
MAA_06070	7	19
MAA_06071	123	128
MAA_06072	57	37
MAA_06073	0	8
MAA_06074	948	1457
MAA_06075	80	18
MAA_06076	650	652
MAA_06077	29	302
MAA_06078	169	185
MAA_06079	45	204
MAA_06080	25	93
MAA_06081	90	84
MAA_06082	110	387
MAA_06083	131	388
MAA_06084	260	144
MAA_06085	304	84
MAA_06086	8	4
MAA_06087	332	405
MAA_06088	451	1237
MAA_06089	118	311
MAA_06090	592	954
MAA_06091	112	447
MAA_06092	23	23
MAA_06093	116	15
MAA_06094	0	0
MAA_06095	48	45
MAA_06096	116	96
MAA_06097	10	0
MAA_06098	37	16
MAA_06099	92	433
MAA_06100	350	296
MAA_06101	5	9
MAA_06102	2	9
MAA_06103	0	7
MAA_06104	33	103
MAA_06105	42	29
MAA_06106	0	0
MAA_06107	0	0
MAA_06108	0	0
MAA_06109	55	344
MAA_06110	10	7
MAA_06111	285	528
MAA_06112	0	0
MAA_06113	0	0
MAA_06114	40	27
MAA_06115	0	0
MAA_06116	39	40
MAA_06117	0	1
MAA_06118	11	13
MAA_06119	15	7
MAA_06120	0	0
MAA_06121	29	22
MAA_06122	96	15
MAA_06123	1	1
MAA_06124	0	0
MAA_06125	179	195
MAA_06126	27	49
MAA_06127	1	0
MAA_06128	253	18
MAA_06129	27	25
MAA_06130	86	82
MAA_06131	0	2
MAA_06132	110	82
MAA_06133	73	157
MAA_06134	566	89
MAA_06135	129	20
MAA_06136	1	2
MAA_06137	10	0
MAA_06138	1	0
MAA_06139	0	0
MAA_06140	3	11
MAA_06141	8	5
MAA_06142	187	319
MAA_06143	75	235
MAA_06144	92	172
MAA_06145	83	179
MAA_06146	2	12
MAA_06147	101	169
MAA_06148	7	189
MAA_06149	8	563
MAA_06151	34	23
MAA_06152	7	73
MAA_06153	286	894
MAA_06154	4	9
MAA_06155	66	195
MAA_06156	1	9
MAA_06157	623	620
MAA_06158	1032	772
MAA_06159	179	131
MAA_06160	2418	768
MAA_06161	7	19
MAA_06162	2986	1710
MAA_06163	1046	1192
MAA_06164	604	571
MAA_06165	811	425
MAA_06166	267	140
MAA_06167	216	412
MAA_06168	374	669
MAA_06169	11	16
MAA_06170	95	190
MAA_06171	403	703
MAA_06172	199	329
MAA_06173	219	414
MAA_06174	50	45
MAA_06175	8	23
MAA_06176	135	200
MAA_06177	25	43
MAA_06178	107	249
MAA_06179	69	191
MAA_06180	1	0
MAA_06181	0	0
MAA_06182	0	0
MAA_06183	0	3
MAA_06184	422	480
MAA_06185	384	514
MAA_06186	77	186
MAA_06187	497	1543
MAA_06188	223	317
MAA_06189	681	358
MAA_06190	7	12
MAA_06191	269	264
MAA_06192	13	10
MAA_06193	0	0
MAA_06194	1	2
MAA_06195	4	4
MAA_06196	0	0
MAA_06197	0	0
MAA_06198	16	13
MAA_06199	7	41
MAA_06200	5	15
MAA_06201	16	75
MAA_06202	81	153
MAA_06203	133	231
MAA_06204	17	8
MAA_06205	339	496
MAA_06206	102	178
MAA_06207	0	0
MAA_06208	1	0
MAA_06209	0	0
MAA_06210	0	0
MAA_06211	0	4
MAA_06212	368	517
MAA_06213	478	378
MAA_06214	193	228
MAA_06215	224	344
MAA_06216	66	252
MAA_06217	5	26
MAA_06218	23	5
MAA_06219	8	5
MAA_06220	0	0
MAA_06221	0	0
MAA_06222	0	2
MAA_06223	70	49
MAA_06224	0	0
MAA_06225	0	0
MAA_06226	2	0
MAA_06227	15	19
MAA_06228	0	0
MAA_06229	10	15
MAA_06230	995	960
MAA_06231	224	166
MAA_06232	761	1380
MAA_06233	376	1114
MAA_06234	529	505
MAA_06235	27	87
MAA_06236	482	1663
MAA_06237	1401	638
MAA_06238	208	262
MAA_06239	2120	870
MAA_06240	389	1070
MAA_06241	113	156
MAA_06242	202	2155
MAA_06243	14	185
MAA_06244	26	104
MAA_06245	139	479
MAA_06246	1	1
MAA_06247	0	1
MAA_06248	0	0
MAA_06249	0	0
MAA_06250	205	263
MAA_06251	1	2
MAA_06252	3	8
MAA_06253	75	309
MAA_06254	44	84
MAA_06255	62	52
MAA_06256	2	5
MAA_06257	1	1
MAA_06258	0	0
MAA_06259	0	0
MAA_06260	2	3
MAA_06261	0	0
MAA_06262	3	5
MAA_06263	34	36
MAA_06264	47	195
MAA_06265	20	19
MAA_06266	58	9
MAA_06267	3	6
MAA_06268	180	271
MAA_06269	25	267
MAA_06270	182	447
MAA_06271	8	66
MAA_06272	10	7
MAA_06273	297	397
MAA_06274	1094	1026
MAA_06275	242	400
MAA_06276	135	298
MAA_06277	759	3273
MAA_06278	203	630
MAA_06279	174	212
MAA_06280	1406	731
MAA_06281	1352	841
MAA_06282	1639	960
MAA_06283	330	428
MAA_06284	9	18
MAA_06285	269	190
MAA_06286	108	238
MAA_06287	38	5
MAA_06288	19	18
MAA_06289	327	238
MAA_06290	128	143
MAA_06291	29	184
MAA_06292	571	835
MAA_06293	2522	1233
MAA_06294	1080	556
MAA_06295	176	557
MAA_06296	296	468
MAA_06297	82	184
MAA_06298	1	16
MAA_06299	4	17
MAA_06300	92	70
MAA_06301	18	37
MAA_06302	77	51
MAA_06303	30	23
MAA_06304	88	109
MAA_06305	58	41
MAA_06306	49	119
MAA_06307	102	207
MAA_06308	100	112
MAA_06309	1200	670
MAA_06310	181	61
MAA_06311	2284	625
MAA_06312	513	177
MAA_06313	3486	1914
MAA_06314	204	471
MAA_06315	716	1099
MAA_06316	66	227
MAA_06317	448	335
MAA_06318	13	34
MAA_06319	1618	729
MAA_06320	311	219
MAA_06321	1242	619
MAA_06322	261	319
MAA_06323	20	19
MAA_06324	550	556
MAA_06325	751	437
MAA_06326	33	91
MAA_06327	30	126
MAA_06328	54	29
MAA_06329	34	8
MAA_06330	0	0
MAA_06331	57	22
MAA_06332	2239	1367
MAA_06333	287	336
MAA_06334	221	176
MAA_06335	334	694
MAA_06336	361	1215
MAA_06337	4528	2148
MAA_06338	437	270
MAA_06339	1330	772
MAA_06340	266	377
MAA_06341	130	185
MAA_06342	59	65
MAA_06343	289	552
MAA_06344	14	28
MAA_06345	22	24
MAA_06346	38	192
MAA_06347	548	942
MAA_06348	455	575
MAA_06349	162	106
MAA_06350	1192	703
MAA_06351	143	921
MAA_06352	76	114
MAA_06353	597	899
MAA_06354	1057	938
MAA_06355	34	45
MAA_06356	8	6
MAA_06357	72	50
MAA_06358	7	4
MAA_06359	2	1
MAA_06360	5	40
MAA_06361	124	200
MAA_06362	221	214
MAA_06363	507	804
MAA_06364	54	124
MAA_06365	1444	1583
MAA_06366	41	23
MAA_06367	721	1146
MAA_06368	70	45
MAA_06369	75	171
MAA_06370	144	243
MAA_06371	503	1545
MAA_06372	3625	4550
MAA_06373	52	3
MAA_06374	444	367
MAA_06375	658	976
MAA_06376	756	1004
MAA_06377	38	89
MAA_06378	748	1481
MAA_06379	7	26
MAA_06380	257	625
MAA_06381	90	297
MAA_06382	34	129
MAA_06383	388	725
MAA_06384	929	624
MAA_06385	835	1020
MAA_06386	330	268
MAA_06387	294	251
MAA_06388	8	23
MAA_06389	23	49
MAA_06390	472	383
MAA_06391	1089	655
MAA_06392	80	135
MAA_06393	850	1053
MAA_06394	138	250
MAA_06395	273	201
MAA_06396	456	302
MAA_06397	85	58
MAA_06398	103	317
MAA_06399	4	103
MAA_06400	184	415
MAA_06401	103	352
MAA_06402	75	363
MAA_06403	2	5
MAA_06404	135	137
MAA_06405	582	766
MAA_06406	1096	783
MAA_06407	963	995
MAA_06408	6	28
MAA_06409	82	299
MAA_06410	2085	880
MAA_06411	2408	1229
MAA_06412	3963	1252
MAA_06413	164	154
MAA_06414	479	137
MAA_06415	144	42
MAA_06416	0	0
MAA_06417	184	863
MAA_06418	36	34
MAA_06419	2564	1054
MAA_06420	769	427
MAA_06421	214	400
MAA_06422	54	132
MAA_06423	19	49
MAA_06424	65	346
MAA_06425	11	42
MAA_06426	130	406
MAA_06427	1008	931
MAA_06428	382	1056
MAA_06429	1	85
MAA_06430	343	596
MAA_06431	283	566
MAA_06432	30	161
MAA_06433	4	9
MAA_06434	12	21
MAA_06435	297	250
MAA_06436	106	105
MAA_06437	186	37
MAA_06438	297	528
MAA_06439	2	0
MAA_06440	416	281
MAA_06441	887	1430
MAA_06442	926	781
MAA_06443	209	248
MAA_06444	7427	3947
MAA_06445	284	69
MAA_06446	110	67
MAA_06447	32	25
MAA_06448	1	2
MAA_06449	116	265
MAA_06450	16	89
MAA_06451	389	533
MAA_06452	447	709
MAA_06453	31	52
MAA_06454	51	77
MAA_06455	229	1507
MAA_06456	3	2
MAA_06457	212	243
MAA_06458	641	371
MAA_06459	718	745
MAA_06460	134	131
MAA_06461	109	207
MAA_06462	481	877
MAA_06463	316	316
MAA_06464	109	64
MAA_06465	514	183
MAA_06466	121	236
MAA_06467	888	903
MAA_06468	1884	1558
MAA_06469	350	288
MAA_06470	90	615
MAA_06471	1	19
MAA_06472	36	293
MAA_06473	4436	3838
MAA_06474	1420	872
MAA_06475	19	108
MAA_06476	89	216
MAA_06477	11	90
MAA_06478	125	43
MAA_06479	67	166
MAA_06480	294	866
MAA_06481	200	329
MAA_06482	266	217
MAA_06483	300	432
MAA_06484	12	40
MAA_06485	146	137
MAA_06486	193	201
MAA_06487	39	134
MAA_06488	70	99
MAA_06489	64	124
MAA_06490	822	924
MAA_06491	1	8
MAA_06492	471	580
MAA_06493	216	324
MAA_06494	125	166
MAA_06495	256	363
MAA_06496	28	65
MAA_06497	64	52
MAA_06498	5	38
MAA_06499	83	394
MAA_06500	4124	1800
MAA_06501	140	375
MAA_06502	28	36
MAA_06503	3	5
MAA_06504	9	29
MAA_06505	13	27
MAA_06506	13	37
MAA_06507	159	229
MAA_06508	113	378
MAA_06510	0	13
MAA_06511	202	344
MAA_06512	44	63
MAA_06513	320	76
MAA_06514	35	241
MAA_06515	44	150
MAA_06516	154	804
MAA_06517	5395	2075
MAA_06518	7933	7363
MAA_06519	733	512
MAA_06520	390	299
MAA_06521	227	223
MAA_06522	77	222
MAA_06523	544	199
MAA_06524	762	458
MAA_06525	172	192
MAA_06526	18	17
MAA_06527	461	275
MAA_06528	4838	2037
MAA_06529	823	536
MAA_06530	329	276
MAA_06531	26941	5054
MAA_06533	89	128
MAA_06534	87	130
MAA_06535	1682	1794
MAA_06536	912	699
MAA_06537	273	476
MAA_06538	45	47
MAA_06539	1262	762
MAA_06540	79	28
MAA_06541	0	0
MAA_06542	1	1
MAA_06543	1	0
MAA_06544	3	10
MAA_06545	1	10
MAA_06546	0	0
MAA_06547	1	0
MAA_06548	0	0
MAA_06549	0	0
MAA_06550	0	0
MAA_06551	0	0
MAA_06552	0	0
MAA_06553	0	0
MAA_06554	0	0
MAA_06555	0	0
MAA_06556	0	0
MAA_06557	0	0
MAA_06558	0	0
MAA_06559	0	0
MAA_06560	0	0
MAA_06561	0	0
MAA_06562	0	0
MAA_06563	0	0
MAA_06564	0	0
MAA_06565	3	4
MAA_06566	0	0
MAA_06567	0	0
MAA_06568	2	2
MAA_06569	0	0
MAA_06570	0	0
MAA_06571	0	0
MAA_06572	1	2
MAA_06574	5	0
MAA_06575	0	0
MAA_06576	0	0
MAA_06577	0	0
MAA_06578	0	0
MAA_06580	1	0
MAA_06581	0	0
MAA_06582	0	0
MAA_06583	5	2
MAA_06584	0	0
MAA_06585	0	18
MAA_06586	0	3
MAA_06587	1	5
MAA_06588	0	10
MAA_06589	0	8
MAA_06590	0	1
MAA_06591	1	7
MAA_06592	0	2
MAA_06593	2	11
MAA_06594	0	0
MAA_06595	0	0
MAA_06596	0	0
MAA_06597	0	0
MAA_06598	0	0
MAA_06599	0	0
MAA_06600	0	0
MAA_06601	0	0
MAA_06602	6	4
MAA_06603	0	0
MAA_06604	7	1
MAA_06605	5	7
MAA_06606	1	1
MAA_06607	1	4
MAA_06608	0	0
MAA_06609	0	4
MAA_06610	0	7
MAA_06611	0	2
MAA_06612	34	43
MAA_06613	0	2
MAA_06614	0	0
MAA_06615	0	0
MAA_06616	0	0
MAA_06617	0	0
MAA_06618	0	0
MAA_06619	6	31
MAA_06620	94	137
MAA_06621	0	2
MAA_06622	463	311
MAA_06623	142	112
MAA_06624	596	18
MAA_06625	12	3
MAA_06626	13	8
MAA_06627	14	249
MAA_06628	324	194
MAA_06629	71	83
MAA_06630	1	0
MAA_06631	8	10
MAA_06632	72	127
MAA_06633	1	51
MAA_06634	255	187
MAA_06635	128	169
MAA_06636	8	23
MAA_06637	40	52
MAA_06638	24	23
MAA_06639	1	2
MAA_06640	0	1
MAA_06641	10	4
MAA_06642	0	0
MAA_06643	95	21
MAA_06644	1248	515
MAA_06645	35	7
MAA_06646	355	37
MAA_06647	0	0
MAA_06648	8	13
MAA_06649	0	1
MAA_06650	0	0
MAA_06651	0	0
MAA_06652	48	74
MAA_06653	160	101
MAA_06654	9	21
MAA_06655	658	510
MAA_06656	154	330
MAA_06657	795	1794
MAA_06658	32	339
MAA_06659	3	22
MAA_06660	6	15
MAA_06661	16	27
MAA_06662	7	9
MAA_06663	190	133
MAA_06664	156	190
MAA_06665	14	57
MAA_06666	722	360
MAA_06667	0	0
MAA_06668	0	0
MAA_06669	0	8
MAA_06670	0	1
MAA_06671	82	94
MAA_06672	4	27
MAA_06673	65	87
MAA_06674	651	917
MAA_06675	865	835
MAA_06676	842	661
MAA_06677	9	18
MAA_06678	24	35
MAA_06679	11	12
MAA_06680	1	2
MAA_06681	17	41
MAA_06682	13	11
MAA_06683	2	0
MAA_06684	349	981
MAA_06685	28	92
MAA_06686	93	205
MAA_06687	3273	896
MAA_06688	16	92
MAA_06689	9	161
MAA_06690	184	325
MAA_06691	1	1
MAA_06692	3	8
MAA_06693	243	22
MAA_06694	0	0
MAA_06695	7	12
MAA_06696	0	1
MAA_06697	2	1
MAA_06698	0	1
MAA_06699	6	10
MAA_06700	425	101
MAA_06701	482	83
MAA_06702	24	2
MAA_06703	34	2
MAA_06704	26	2
MAA_06705	0	0
MAA_06706	361	66
MAA_06707	65	6
MAA_06708	2034	471
MAA_06709	0	0
MAA_06710	0	0
MAA_06711	0	0
MAA_06712	0	0
MAA_06713	0	0
MAA_06714	0	3
MAA_06715	57	40
MAA_06716	178	219
MAA_06717	32	279
MAA_06718	66	1337
MAA_06719	493	519
MAA_06720	5	4
MAA_06721	0	0
MAA_06722	9	5
MAA_06723	61	14
MAA_06724	0	0
MAA_06725	49	25
MAA_06726	67	128
MAA_06727	43	40
MAA_06728	42	33
MAA_06729	7	6
MAA_06730	8	1
MAA_06731	2	1
MAA_06732	8	61
MAA_06733	198	252
MAA_06734	298	528
MAA_06735	0	0
MAA_06736	0	0
MAA_06737	0	0
MAA_06738	0	0
MAA_06739	0	0
MAA_06740	1	0
MAA_06741	1	0
MAA_06742	0	0
MAA_06743	0	0
MAA_06744	0	0
MAA_06745	0	0
MAA_06746	66	6
MAA_06747	47	7
MAA_06748	15	0
MAA_06749	1	0
MAA_06750	1	0
MAA_06751	76	12
MAA_06752	187	54
MAA_06753	73	140
MAA_06754	542	789
MAA_06755	11	6
MAA_06756	2	8
MAA_06757	11	9
MAA_06758	6	2
MAA_06759	9	270
MAA_06760	2	0
MAA_06761	57	50
MAA_06762	27	40
MAA_06763	47	71
MAA_06764	0	0
MAA_06765	0	0
MAA_06766	2	4
MAA_06767	2114	1821
MAA_06768	38	163
MAA_06769	0	0
MAA_06770	29	24
MAA_06771	594	286
MAA_06772	10	15
MAA_06773	0	0
MAA_06774	0	0
MAA_06775	0	1
MAA_06776	13	2
MAA_06777	35	42
MAA_06778	0	0
MAA_06779	1	0
MAA_06780	0	0
MAA_06781	0	0
MAA_06782	0	0
MAA_06783	0	0
MAA_06784	32	153
MAA_06785	2	3
MAA_06786	546	508
MAA_06787	77	102
MAA_06788	29	106
MAA_06789	87	232
MAA_06790	171	1116
MAA_06791	335	726
MAA_06792	386	583
MAA_06793	749	1273
MAA_06794	557	780
MAA_06795	0	1
MAA_06796	0	0
MAA_06797	42	28
MAA_06798	2	4
MAA_06799	10	2
MAA_06800	0	0
MAA_06801	1	0
MAA_06802	0	0
MAA_06803	34	23
MAA_06804	442	636
MAA_06805	350	793
MAA_06806	106	733
MAA_06807	2472	800
MAA_06808	242	637
MAA_06809	359	487
MAA_06810	48	244
MAA_06811	795	656
MAA_06812	71	86
MAA_06813	2170	3067
MAA_06814	96	216
MAA_06815	39	107
MAA_06816	217	175
MAA_06817	641	1064
MAA_06818	99	343
MAA_06820	403	255
MAA_06821	92	126
MAA_06822	208	249
MAA_06823	148	138
MAA_06824	151	320
MAA_06825	0	1
MAA_06826	2037	1366
MAA_06827	11	16
MAA_06828	113	195
MAA_06829	1	17
MAA_06830	11	12
MAA_06831	212	258
MAA_06832	17	11
MAA_06833	2120	1195
MAA_06834	716	890
MAA_06835	295	190
MAA_06836	1463	669
MAA_06837	1044	542
MAA_06838	297	444
MAA_06839	353	1659
MAA_06840	152	209
MAA_06841	93	226
MAA_06842	3928	2244
MAA_06843	1905	696
MAA_06844	274	396
MAA_06845	1762	552
MAA_06846	119	609
MAA_06847	1132	997
MAA_06848	460	788
MAA_06849	325	515
MAA_06851	308	395
MAA_06852	69	452
MAA_06853	9	3
MAA_06854	2252	1033
MAA_06855	15	34
MAA_06856	84	282
MAA_06857	123	143
MAA_06858	70	223
MAA_06859	57	168
MAA_06860	96	410
MAA_06861	98	148
MAA_06862	1117	2224
MAA_06863	1560	1200
MAA_06864	40	106
MAA_06865	92	263
MAA_06866	22	52
MAA_06867	0	21
MAA_06868	77	224
MAA_06869	126	709
MAA_06870	270	974
MAA_06871	21	122
MAA_06872	4	17
MAA_06873	358	508
MAA_06874	8	33
MAA_06875	5	5
MAA_06876	49	31
MAA_06877	20	44
MAA_06878	482	626
MAA_06879	155	98
MAA_06880	214	138
MAA_06881	21	23
MAA_06882	16	131
MAA_06883	5	14
MAA_06884	33	823
MAA_06885	0	0
MAA_06886	0	0
MAA_06887	6	2
MAA_06888	0	2
MAA_06889	16	119
MAA_06890	220	404
MAA_06891	109	165
MAA_06892	329	1032
MAA_06893	1223	5330
MAA_06894	817	944
MAA_06895	1	3
MAA_06896	78	165
MAA_06897	583	173
MAA_06898	2	11
MAA_06899	345	235
MAA_06900	540	349
MAA_06901	139	63
MAA_06902	2924	1257
MAA_06903	59	38
MAA_06904	1137	569
MAA_06905	0	0
MAA_06906	4	0
MAA_06907	27	33
MAA_06908	10	1
MAA_06909	2	5
MAA_06910	149	173
MAA_06911	28	104
MAA_06912	34	38
MAA_06913	1576	358
MAA_06914	47	17
MAA_06915	4	4
MAA_06916	85	66
MAA_06917	0	0
MAA_06918	316	450
MAA_06919	61	37
MAA_06920	23	22
MAA_06921	72	361
MAA_06922	3	171
MAA_06923	21	172
MAA_06924	0	0
MAA_06925	10	33
MAA_06926	0	0
MAA_06927	2	0
MAA_06928	0	0
MAA_06929	0	0
MAA_06931	1	20
MAA_06932	558	361
MAA_06933	2	9
MAA_06934	333	227
MAA_06935	58	15
MAA_06936	325	344
MAA_06937	247	188
MAA_06938	52	12
MAA_06939	179	224
MAA_06940	1	12
MAA_06941	712	232
MAA_06942	1278	583
MAA_06943	311	301
MAA_06944	16	12
MAA_06945	78	215
MAA_06946	2	0
MAA_06947	7	19
MAA_06948	0	0
MAA_06949	0	0
MAA_06950	2	3
MAA_06951	2	0
MAA_06952	0	0
MAA_06953	2	7
MAA_06954	1	1
MAA_06955	0	0
MAA_06956	7	3
MAA_06957	0	1
MAA_06958	1	0
MAA_06959	0	0
MAA_06960	0	0
MAA_06961	1	0
MAA_06962	0	0
MAA_06963	0	0
MAA_06964	0	0
MAA_06965	0	0
MAA_06966	2	0
MAA_06967	0	0
MAA_06968	5	0
MAA_06969	3	0
MAA_06970	33	22
MAA_06971	0	0
MAA_06973	0	0
MAA_06974	0	0
MAA_06975	0	0
MAA_06976	7	14
MAA_06977	0	0
MAA_06978	5	16
MAA_06979	0	0
MAA_06980	73	357
MAA_06981	1711	4390
MAA_06983	10813	195
MAA_06984	78	6
MAA_06985	136	36
MAA_06986	90	60
MAA_06987	370	395
MAA_06988	269	365
MAA_06989	154	239
MAA_06990	240	195
MAA_06991	316	750
MAA_06992	74	154
MAA_06993	1376	471
MAA_06994	55	42
MAA_06995	1	2
MAA_06996	209	335
MAA_06997	575	569
MAA_06998	230	603
MAA_06999	375	46
MAA_07000	39	12
MAA_07001	79	92
MAA_07002	43	81
MAA_07003	119	432
MAA_07004	9	40
MAA_07005	41	78
MAA_07006	81	534
MAA_07007	7	84
MAA_07008	1	1
MAA_07009	143	228
MAA_07010	141	704
MAA_07011	329	722
MAA_07012	56	117
MAA_07014	9	14
MAA_07015	163	153
MAA_07016	8	6
MAA_07017	543	291
MAA_07018	60	93
MAA_07019	17	60
MAA_07020	273	339
MAA_07021	73	201
MAA_07022	130	710
MAA_07023	135	546
MAA_07024	146	310
MAA_07025	827	494
MAA_07026	577	232
MAA_07027	195	315
MAA_07028	257	510
MAA_07029	986	591
MAA_07030	228	187
MAA_07031	535	1084
MAA_07032	1303	1196
MAA_07033	265	287
MAA_07034	712	1768
MAA_07035	1173	2139
MAA_07036	99	94
MAA_07037	258	117
MAA_07038	24	33
MAA_07039	126	95
MAA_07040	261	250
MAA_07041	19	247
MAA_07042	747	763
MAA_07043	5	8
MAA_07044	80	181
MAA_07045	275	526
MAA_07046	86	171
MAA_07047	289	290
MAA_07048	471	481
MAA_07049	22	106
MAA_07050	131	185
MAA_07051	358	315
MAA_07052	17	53
MAA_07053	7	24
MAA_07054	10	29
MAA_07055	300	597
MAA_07056	1	1
MAA_07057	451	679
MAA_07058	408	335
MAA_07059	254	278
MAA_07060	58	152
MAA_07061	524	1226
MAA_07062	11	142
MAA_07063	945	781
MAA_07064	258	226
MAA_07065	33	6
MAA_07066	1158	156
MAA_07067	209	521
MAA_07068	937	687
MAA_07069	265	382
MAA_07070	4	62
MAA_07071	44	26
MAA_07072	103	37
MAA_07073	114	310
MAA_07074	2774	710
MAA_07075	14	55
MAA_07076	371	62
MAA_07077	240	222
MAA_07078	3	20
MAA_07079	498	351
MAA_07080	690	844
MAA_07081	736	556
MAA_07082	221	134
MAA_07083	252	158
MAA_07084	415	710
MAA_07085	26	91
MAA_07086	385	964
MAA_07087	78	104
MAA_07088	108	522
MAA_07089	678	341
MAA_07090	42	78
MAA_07091	65	173
MAA_07092	69	163
MAA_07093	781	487
MAA_07094	167	138
MAA_07095	1671	1514
MAA_07096	2	5
MAA_07097	44	68
MAA_07098	1863	509
MAA_07099	2509	1637
MAA_07100	57	81
MAA_07101	203	227
MAA_07102	130	145
MAA_07103	4	9
MAA_07104	475	777
MAA_07105	140	107
MAA_07107	474	315
MAA_07108	52	64
MAA_07109	8	20
MAA_07110	53	328
MAA_07111	361	550
MAA_07112	164	188
MAA_07113	118	245
MAA_07114	1307	1458
MAA_07115	621	579
MAA_07116	33	134
MAA_07117	50	82
MAA_07118	264	173
MAA_07119	626	482
MAA_07120	123	198
MAA_07121	6	7
MAA_07122	16	56
MAA_07124	223	467
MAA_07125	20	18
MAA_07126	0	0
MAA_07127	4	1
MAA_07128	1	2
