organism,de_gene,log_fc,log_cpm,f,p_value,fdr,id
5530,MAN+AF8-08081,2.3012429089579,8.90747519245904,59.8905750977062,1.03359296831639e+AC0-14,2.84140557516412e+AC0-13,
5530,MAN+AF8-08696,2.30092753808635,8.18534286575411,50.0271273588833,1.54889712373529e+AC0-12,3.52616110825361e+AC0-11,
5530,MAN+AF8-00508,2.29895165112712,7.86303607406125,46.2130442288746,1.08014398847529e+AC0-11,2.25745666771711e+AC0-10,
5530,MAN+AF8-04818,2.29820345771684,5.44706504357432,11.5500115750492,0.00094423383110326,0.00504201091278646,
5530,MAN+AF8-09936,2.29478788387821,7.58507554194361,41.9355116988874,9.57626725673854e+AC0-11,1.80867314354586e+AC0-09,
5530,MAN+AF8-06065,2.29188920940525,7.23533587361459,36.6151431233698,1.45579290129003e+AC0-09,2.37942817311811e+AC0-08,
5530,MAN+AF8-05830,2.28685921452176,7.87447463394608,45.8991089204394,1.26756163890408e+AC0-11,2.6329656120535e+AC0-10,
5530,MAN+AF8-10424,2.28463880187248,7.8737470918212,43.1296272813643,4.05664181298359e+AC0-10,7.14571500010702e+AC0-09,
5530,MAN+AF8-06598,2.28046043592647,5.83354907819536,15.3113522434105,0.00015940408395982,0.00105637573249266,
5530,MAN+AF8-02586,2.27566221521766,6.24201633969424,20.2799892270124,9.08052602034153e+AC0-05,0.000641803776032316,
5530,MAN+AF8-10061,2.27419423525142,5.63478727300426,15.7600886182445,7.20676540596903e+AC0-05,0.000522029832212203,
5530,MAN+AF8-02194,2.26778957211803,5.35031378725904,12.3048512318418,0.0004524303690992,0.00263525832920773,
5530,MAN+AF8-09959,2.26766826411623,6.90867895784799,31.4144982240582,2.10211465824895e+AC0-08,3.00272652653796e+AC0-07,
5530,MAN+AF8-09799,2.25155922296753,7.61535758512627,39.6798114340252,3.03267533160072e+AC0-10,5.43589731230154e+AC0-09,
5530,MAN+AF8-05982,2.24757796992383,8.29093611075939,50.1070285004254,1.48719276048611e+AC0-12,3.40086972291431e+AC0-11,
5530,MAN+AF8-09166,2.24634440305891,8.65789046528459,54.1703829735726,1.88457930519755e+AC0-13,4.62039046483409e+AC0-12,
5530,MAN+AF8-10468,2.24510951612335,8.55874527973346,48.8979575845226,7.85390762566512e+AC0-08,1.025633852422e+AC0-06,
5530,MAN+AF8-02377,2.24424350358519,5.70178457539536,15.7156139574634,7.37811874514434e+AC0-05,0.000532174208498777,
5530,MAN+AF8-10358,2.23874461476911,6.34405860120984,23.106179797591,1.54024260067472e+AC0-06,1.59968780898996e+AC0-05,
5530,MAN+AF8-00960,2.23388563803202,6.26947997923395,20.3877908503141,6.34677134225904e+AC0-06,5.86860570441523e+AC0-05,
5530,MAN+AF8-06520,2.23131288746866,8.15941079787631,47.6743068259635,5.13062697543683e+AC0-12,1.10628466220888e+AC0-10,
5530,MAN+AF8-07357,2.22835994206907,6.21540398421415,21.1014567646197,4.37331947466648e+AC0-06,4.21981885734375e+AC0-05,
5530,MAN+AF8-07654,2.22758163696119,6.1663383211557,19.7942135292323,8.65472764847731e+AC0-06,7.80455944180549e+AC0-05,
5530,MAN+AF8-00734,2.22644600310212,7.4678621887863,37.7824090009198,8.00677568050815e+AC0-10,1.35424718350751e+AC0-08,
5530,MAN+AF8-02985,2.22500456821623,8.83459929654315,55.3567613279887,1.03161550239765e+AC0-13,2.58512199237191e+AC0-12,
5530,MAN+AF8-00602,2.21672142469748,7.79530855601267,41.9740082725569,9.38983225603528e+AC0-11,1.78005388809115e+AC0-09,
5530,MAN+AF8-04298,2.21464652489241,6.91578687408359,30.0110038355077,4.32981957936141e+AC0-08,5.80286857948844e+AC0-07,
5530,MAN+AF8-02195,2.21452142908779,5.34826389368714,11.7623732260248,0.000605198033756329,0.00339143667378066,
5530,MAN+AF8-01518,2.21042125530431,7.74722553848627,41.4380634204462,1.23465311565e+AC0-10,2.31050039018611e+AC0-09,
5530,MAN+AF8-08753,2.20978749873786,8.18368737793851,46.8382010033808,7.85483459736849e+AC0-12,1.65862232005303e+AC0-10,
5530,MAN+AF8-09944,2.20784248190938,5.39454906228094,12.0018092480006,0.000532216819671701,0.0030375374056137,
5530,MAN+AF8-05727,2.2027633523632,5.90632965822145,16.6161444619153,4.58753504253944e+AC0-05,0.000348905815800595,
5530,MAN+AF8-03226,2.20249544913753,7.93210817632041,43.4580185343885,4.40191825915792e+AC0-11,8.82026804030483e+AC0-10,
5530,MAN+AF8-00526,2.19982561595298,6.11677671653155,19.5634140045233,9.7650340494105e+AC0-06,8.69812945588975e+AC0-05,
5530,MAN+AF8-01327,2.19930333648079,11.3403389037704,66.0396420389634,4.58443846744177e+AC0-16,1.39156809313805e+AC0-14,
5530,MAN+AF8-06905,2.19747725769844,5.20136922908395,10.2145622556407,0.00139477529178395,0.00703874972830504,
5530,MAN+AF8-01658,2.1956372779008,6.64566849843886,24.8197431666727,6.81900592073986e+AC0-07,7.61741964793273e+AC0-06,
5530,MAN+AF8-05553,2.19138723781515,6.52455084477106,24.2032641990072,8.71348324760572e+AC0-07,9.51844279753599e+AC0-06,
5530,MAN+AF8-08103,2.18908672857782,8.98323986343824,55.2047503778885,1.11440550906614e+AC0-13,2.77892953226541e+AC0-12,
5530,MAN+AF8-10169,2.18567284344564,5.99608872288165,18.0956444134377,2.1070514850963e+AC0-05,0.000175570409285107,
5530,MAN+AF8-07943,2.18445413615503,5.75827629410637,15.5658270076355,7.98595310506532e+AC0-05,0.000571169254688368,
5530,MAN+AF8-02895,2.18184248429595,5.61379277716155,14.2381740577257,0.000161373387884584,0.00106665403955598,
5530,MAN+AF8-02631,2.181795376431,5.62610081562073,14.0120659848191,0.000181973543764489,0.00118666762970206,
5530,MAN+AF8-05192,2.18023222827097,7.55321884538125,37.4572944456047,9.45702220148175e+AC0-10,1.58377946523666e+AC0-08,
5530,MAN+AF8-04856,2.17905766450753,9.51364893539205,59.2550272853651,1.42668801259083e+AC0-14,3.8494156191571e+AC0-13,
5530,MAN+AF8-09802,2.17880046249476,7.97463313593554,41.2540108233514,1.35637862758339e+AC0-10,2.51980065987667e+AC0-09,
5530,MAN+AF8-05022,2.17531370974422,7.23385728569071,33.446809869341,7.39517372468987e+AC0-09,1.11904119908178e+AC0-07,
5530,MAN+AF8-02408,2.17522564321841,7.38192445913405,35.3762832967355,2.74724166896521e+AC0-09,4.38483846350174e+AC0-08,
5530,MAN+AF8-01253,2.17155768661402,6.59791857955083,25.1202150591603,5.41653966043226e+AC0-07,6.18625845428316e+AC0-06,
5530,MAN+AF8-09253,2.17072105101736,7.3493500515095,34.6660894450463,3.95470621747462e+AC0-09,6.12979463708566e+AC0-08,
5530,MAN+AF8-09326,2.16520148380874,8.48261685742206,48.9708608604067,2.65138742201498e+AC0-12,5.91717731228244e+AC0-11,
5530,MAN+AF8-05187,2.15916599433421,11.2636166702075,63.8813497125811,1.36758304604149e+AC0-15,3.92900830607808e+AC0-14,
5530,MAN+AF8-10311,2.15206456714599,6.24177461569617,18.2370153923756,0.000146172341884846,0.000977581452382649,
5530,MAN+AF8-10302,2.14918607582546,6.36219951686099,21.7417425333085,3.13245491288297e+AC0-06,3.08675436294622e+AC0-05,
5530,MAN+AF8-00150,2.14783085796226,6.04181192272227,17.297493559033,3.2047893435076e+AC0-05,0.000253377104763054,
5530,MAN+AF8-01618,2.14369114452327,6.89114534292675,27.9795724893481,1.23444764349394e+AC0-07,1.56593675572073e+AC0-06,
5530,MAN+AF8-04875,2.14137541746931,7.9538987100656,41.6855463719318,1.08803326081258e+AC0-10,2.05117397911784e+AC0-09,
5530,MAN+AF8-09571,2.13939606176098,9.90932538273359,59.829356788253,1.06618299582229e+AC0-14,2.92311838021277e+AC0-13,
5530,MAN+AF8-00630,2.13914904815592,7.22976426034229,32.5919224428181,1.14736859777108e+AC0-08,1.69348948316458e+AC0-07,
5530,MAN+AF8-02499,2.13495344302232,7.1604159235288,31.2525186074229,2.28482499050198e+AC0-08,3.25915105987828e+AC0-07,
5530,MAN+AF8-06608,2.13074606546297,6.2326628413747,19.4039416063735,1.06147339635055e+AC0-05,9.37313174838029e+AC0-05,
5530,MAN+AF8-03178,2.13024725115375,6.54267485515897,23.3128106509927,1.38344209776216e+AC0-06,1.45259159491007e+AC0-05,
5530,MAN+AF8-10420,2.12772208648697,7.40095838884607,34.2562719080954,4.88036738211489e+AC0-09,7.47370374327174e+AC0-08,
5530,MAN+AF8-09252,2.1263520332902,7.64319806792456,35.891430807403,2.10952197780022e+AC0-09,3.39889646944462e+AC0-08,
5530,MAN+AF8-05193,2.12466438284171,5.64442149084961,12.9956665434573,0.000312708536832231,0.0019109133416129,
5530,MAN+AF8-01325,2.12290743617889,6.77059921715566,26.105221759207,3.2524935755699e+AC0-07,3.82608788664792e+AC0-06,
5530,MAN+AF8-03604,2.12265492047375,5.32378873574653,10.6157956306962,0.00112247927192405,0.00584686725962891,
5530,MAN+AF8-02223,2.11853289582845,6.39877193442003,20.6702083610149,5.47671815063598e+AC0-06,5.1433746241562e+AC0-05,
